*HASH_VALUE,creature ID,name,ia,da,p,pia,pda,cc,pr
_089E594A332E1C0A,ccipc3,Zerx nuisible,un,le,Zerx nuisibles,des,les,du,au
_C49029F5A3289821,ccipc4,Zerx fulminant,un,le,Zerx fulminants,des,les,du,au
_8C0FE1096894EE02,ccipd1,Zerx rugissant,un,le,Zerx rugissants,des,les,du,au
_04E0414B719DC415,ccipd2,Zerx maraudeur,un,le,Zerx maraudeurs,des,les,du,au
_8C0FF1236C52F602,ccipd3,Zerx chasseur,un,le,Zerx chasseurs,des,les,du,au
_07818503A7599822,ccipd4,Zerx rôdeur,un,le,Zerx rôdeurs,des,les,du,au
_12BFBDC66C398779,ccjfc1,Javing angoissant,un,le,Javings angoissants,des,les,du,au
_C245320E6BEEB012,ccjfc2,Javing cruel,un,le,Javings cruels,des,les,du,au
_85453210295EB41B,ccjfc3,Javing nuisible,un,le,Javings nuisibles,des,les,du,au
_833E4966F0F35C0D,ccjfc4,Javing fulminant,un,le,Javings fulminants,des,les,du,au
_874F4D0E270B67CC,ccjfd1,Javing brutal,un,le,Javings brutaux,des,les,du,au
_0485320EAC8D5C0A,ccjfd2,Javing malveillant,un,le,Javings malveillants,des,les,du,au
_C27E6124EDEB37C0,ccjfd3,Javing chasseur,un,le,Javings chasseurs,des,les,du,au
_835EF96876555C0E,ccjfd4,Javing rôdeur,un,le,Javings rôdeurs,des,les,du,au
_85350212694C780D,ccjja1,Javing novice,un,le,Javings novices,des,les,du,au
_3ABBA90B6DA75F93,ccjja2,Javing secondaire,un,le,Javings secondaires,des,les,du,au
_8620B958F215B01A,ccjjb1,Javing vigoureux,un,le,Javings vigoureux,des,les,du,au
_3A7B79006ED79F9E,ccjjb2,Javing commun,un,le,Javings communs,des,les,du,au
_C19F4112EBFA1FBB,ccjjb3,Javing gavé,un,le,Javings gavés,des,les,du,au
_537EA9CE2BB8B387,ccjjb4,Javing intimidant,un,le,Javings intimidants,des,les,du,au
_1D2111ED1EB2908B,cckdf1,Cuttler horrifiant,un,le,Cuttlers horrifiants,des,les,du,au
_C3F0269077672B0F,cckdf2,Cuttler charismatique,un,le,Cuttlers charismatiques,des,les,du,au
_44576670A1F95C06,cckdf3,Cuttler horrible,un,le,Cuttlers horribles,des,les,du,au
_F09FF41A6AD73FC9,cckdf4,Grand Cuttler,un,le,Grands Cuttlers,des,les,du,au
_816EF97A0CB91617,cckfe1,Cuttler traqueur,un,le,Cuttlers traqueurs,des,les,du,au
_F28F31136B2F949D,cckfe2,Cuttler violent,un,le,Cuttlers violents,des,les,du,au
_88F822559EF97412,cckfe3,Cuttler effroyable,un,le,Cuttlers effroyables,des,les,du,au
_986B61E65C48D3BB,cckfe4,Imposant Cuttler,un,l'\d,Imposants Cuttlers,des,les,de l',à l'
_9D2111ED1EB2908B,cckff1,Cuttler horrifiant,un,le,Cuttlers horrifiants,des,les,du,au
_43F0269077672B0F,cckff2,Cuttler charismatique,un,le,Cuttlers charismatiques,des,les,du,au
_C4576670A1F95C06,cckff3,Cuttler horrible,un,le,Cuttlers horribles,des,les,du,au
_709FF41A6AD73FC9,cckff4,Grand Cuttler,un,le,Grands Cuttlers,des,les,du,au
_9BCA9123AA17BEA1,cclde1,Ocyx traqueur,un,l'\d,Ocyx traqueurs,des,les,de l',à l'
_A807F4C7A9887764,cclde2,Ocyx violent,un,l'\d,Ocyx violents,des,les,de l',à l'
_BFA1C51226B2339D,cclde3,Ocyx effroyable,un,l'\d,Ocyx effroyables,des,les,de l',à l'
_5F85C48A2E777F4D,cclde4,Imposant Ocyx,un,l'\d,Imposants Ocyx,des,les,de l',à l'
_F8CFDD833F0F0811,cclff1,Ocyx horrifiant,un,l'\d,Ocyx horrifiants,des,les,de l',à l'
_F0AEC123AFF5B25B,cclff2,Ocyx charismatique,un,l'\d,Ocyx charismatiques,des,les,de l',à l'
_7CC0A119A8E3539C,cclff3,Ocyx horrible,un,l'\d,Ocyx horribles,des,les,de l',à l'
_D6BB148C6563CF8A,cclff4,Grand Ocyx,un,le,Grands Ocyx,des,les,du,au
_A1627D8BBEE4ED39,ccmff1,Jugula horrifiant,un,le,Jugulas horrifiants,des,les,du,au
_FF4ED1FBCDF65204,ccmff2,Jugula charismatique,un,le,Jugulas charismatiques,des,les,du,au
_01B05996F45338FA,ccmff3,Jugula horrible,un,le,Jugulas horribles,des,les,du,au
_4BE061C8F216EB97,ccmff4,Grand Jugula,un,le,Grands Jugulas,des,les,du,au
_C530619CEE13B00E,ccmgb1,Jugula écœurant,un,le,Jugulas écœurants,des,les,du,au
_C3F0398478B55400,ccmgb2,Jugula puant,un,le,Jugulas puants,des,les,du,au
_F6CB251467A94FA9,ccmgb3,Jugula morbide,un,le,Jugulas morbides,des,les,du,au
_45706184F45544EE,ccmgb4,Jugula empoisonné,un,le,Jugulas empoisonnés,des,les,du,au
_7F5F8507A91C4FBC,ccmgc1,Jugula souffrant,un,le,Jugulas souffrants,des,les,du,au
_730F710D681C5F78,ccmgc2,Jugula fiévreux,un,le,Jugulas fiévreux,des,les,du,au
_D613F216468E7C7A,ccmgc3,Jugula putréfié,un,le,Jugulas putréfiés,des,les,du,au
_C1107196F215C401,ccmgc4,Jugula venimeux,un,le,Jugulas venimeux,des,les,du,au
_7F7E35162B8C57BD,ccmgd1,Jugula ravagé,un,le,Jugulas ravagés,des,les,du,au
_0496CA19A7EC5C20,ccmgd2,Jugula poisseux,un,le,Jugulas poisseux,des,les,du,au
_63D38D9140D4D938,ccmgd3,Jugula pestilentiel,un,le,Jugulas pestilentiels,des,les,du,au
_B61B4D1DA63A1BB0,ccmgd4,Jugula délirant,un,le,Jugulas délirants,des,les,du,au
_8797CA2931BF8C21,ccmge1,Jugula pustuleux,un,le,Jugulas pustuleux,des,les,du,au
_812E7914E8DC5FC1,ccmge2,Jugula suintant,un,le,Jugulas suintants,des,les,du,au
_812E6D0D69AB2FC1,ccmge3,Jugula écumant,un,le,Jugulas écumants,des,les,du,au
_47B5C21CAAAD6423,ccmge4,Jugula répugnant,un,le,Jugulas répugnants,des,les,du,au
_4950F18CF0D338F2,ccmgf1,Jugula dément,un,le,Jugulas déments,des,les,du,au
_C3D2397C76133CF2,ccmgf2,Jugula frénétique,un,le,Jugulas frénétiques,des,les,du,au
_C310397CF213600E,ccmgf3,Jugula démoniaque,un,le,Jugulas démoniaques,des,les,du,au
_F84B5D0E67B92BAC,ccmgf4,Jugula mortel,un,le,Jugulas mortels,des,les,du,au
_24627D8BBEE4ED39,ccmpf1,Jugula horrifiant,un,le,Jugulas horrifiants,des,les,du,au
_824ED1FBCDF65204,ccmpf2,Jugula charismatique,un,le,Jugulas charismatiques,des,les,du,au
_84B05996F45338FA,ccmpf3,Jugula horrible,un,le,Jugulas horribles,des,les,du,au
_CEE061C8F216EB97,ccmpf4,Grand Jugula,un,le,Grands Jugulas,des,les,du,au
_97E9A2ED56615D79,ccnlf1,Horncher horrifiant,un,le,Hornchers horrifiants,des,les,de l',à l'
_60157E36F75A6702,ccnlf2,Horncher charismatique,un,le,Hornchers charismatiques,des,les,de l',à l'
_DEC6CA1E76C91473,ccnlf3,Horncher horrible,un,le,Hornchers horribles,des,les,de l',à l'
_ADAC19F468FE14F2,ccnlf4,Grand Horncher,un,le,Grands Hornchers,des,les,du,au
_0315FE8838E83F06,ccnpd1,Horncher rugissant,un,le,Hornchers rugissants,des,les,de l',à l'
_5AA336542E226174,ccnpd2,Horncher maraudeur,un,le,Hornchers maraudeurs,des,les,de l',à l'
_03353A9B38474706,ccnpd3,Horncher chasseur,un,le,Hornchers chasseurs,des,les,de l',à l'
_E1C5EA23389A3479,ccnpd4,Horncher rôdeur,un,le,Hornchers rôdeurs,des,les,de l',à l'
_DBEA5EFA17003574,ccodf1,Tyrancha horrifiant,un,le,Tyranchas horrifiants,des,les,du,au
_D9D57242364B0F10,ccodf2,Tyrancha charismatique,un,le,Tyranchas charismatiques,des,les,du,au
_9FA7FA173A684C61,ccodf3,Tyrancha horrible,un,le,Tyranchas horribles,des,les,du,au
_6ADB11FAE82E3C08,ccodf4,Grand Tyrancha,un,le,Grands Tyranchas,des,les,du,au
_8475F699FF780705,ccope1,Tyrancha traqueur,un,le,Tyranchas traqueurs,des,les,du,au
_022E495802BFBC67,ccope2,Tyrancha violent,un,le,Tyranchas violents,des,les,du,au
_E437D2043988786E,ccope3,Tyrancha effroyable,un,le,Tyranchas effroyables,des,les,du,au
_3FECE1AE6B4627EC,ccope4,Imposant Tyrancha,un,l'\d,Imposants Tyranchas,des,les,de l',à l'
_DEEA5EFA17003574,ccopf1,Tyrancha horrifiant,un,le,Tyranchas horrifiants,des,les,du,au
_DCD57242364B0F10,ccopf2,Tyrancha charismatique,un,le,Tyranchas charismatiques,des,les,du,au
_A2A7FA173A684C61,ccopf3,Tyrancha horrible,un,le,Tyranchas horribles,des,les,du,au
_6DDB11FAE82E3C08,ccopf4,Grand Tyrancha,un,le,Grands Tyranchas,des,les,du,au
_0B16F167046E8867,ccpjf1,Yetin horrifiant,un,le,Yetins horrifiants,des,les,du,au
_C3F07518AC7647C1,ccpjf2,Yetin charismatique,un,le,Yetins charismatiques,des,les,du,au
_047F712026679B07,ccpjf3,Yetin horrible,un,le,Yetins horribles,des,les,du,au
_98092CF41849B792,ccpjf4,Grand Yetin,un,le,Grands Yetins,des,les,du,au
_BE4FB5FCDD89D020,cdafa1,Cute lourdaud,un,le,Cutes lourdauds,des,les,du,au
_D3B5C08716061FBE,cdafa2,Cute stupide,un,le,Cutes stupides,des,les,du,au
_57170C092C290B69,cdafa3,Cute paisible,un,le,Cutes paisibles,des,les,du,au
_04CD913A713EB804,cdafa4,Cute errant,un,le,Cutes errants,des,les,du,au
_87CF05276A72EE24,cdafb1,Cute paniqué,un,le,Cutes paniqués,des,les,du,au
_4D751A313F2E84E8,cdafb2,Cute virulent,un,le,Cutes virulents,des,les,du,au
_575614092A1AF36D,cdafb3,Cute coriace,un,le,Cutes coriaces,des,les,du,au
_C1F045DE1939E42D,cdafb4,Cute barbare,un,le,Cutes barbares,des,les,du,au
_7D3F85FC9DB88C21,cdafc1,Cute foreur,un,le,Cutes foreurs,des,les,du,au
_080ED92D722DB806,cdafc2,Cute fureteur,un,le,Cutes fureteurs,des,les,du,au
_C8AE192D762DC810,cdafc3,Cute scrutateur,un,le,Cutes scrutateurs,des,les,du,au
_C170A5F421596823,cdafc4,Cute fougueux,un,le,Cutes fougueux,des,les,du,au
_6DAF09126BE9F32C,cdafd1,Cute sauvage,un,le,Cutes sauvages,des,les,du,au
_C0E089E15E59601E,cdafd2,Cute habile,un,le,Cutes habiles,des,les,du,au
_83B1E5336C32F610,cdafd3,Cute chevronné,un,le,Cutes chevronnés,des,les,du,au
_098F152F74F0FA02,cdafd4,Cute embusqué,un,le,Cutes embusqués,des,les,du,au
_02EED9D6F3D96C18,cdafe1,Cute rampant,un,le,Cutes rampants,des,les,du,au
_72A0F9FE6AF9B72D,cdafe2,Cute grincheux,un,le,Cutes grincheux,des,les,du,au
_E091B584475AF086,cdafe3,Cute belligérant,un,le,Cutes belligérants,des,les,du,au
_67019174CECAD076,cdafe4,Cute terrorisant,un,le,Cutes terrorisants,des,les,du,au
_E572897D4C3BBC80,cdaff1,Cute agressif,un,le,Cutes agressifs,des,les,du,au
_0BA74A2F041074DF,cdaff2,Cute colossal,un,le,Cutes colossaux,des,les,du,au
_BCF4B9EB2565513C,cdaff3,Cute sanguinaire,un,le,Cutes sanguinaires,des,les,du,au
_C2918D0DF0D6736E,cdaga1,Cute impur,un,le,Cutes impurs,des,les,du,au
_C1AF79F0DC486021,cdaga2,Cute tuméfié,un,le,Cutes tuméfiés,des,les,du,au
_85B10E5A09B37595,cdaga3,Cute contaminé,un,le,Cutes contaminés,des,les,du,au
_C45FBD0CF7B9D0FC,cdaga4,Cute infecté,un,le,Cutes infectés,des,les,du,au
_BE40D9F11CF9D82D,cdagb1,Cute écœurant,un,le,Cutes écœurants,des,les,du,au
_BE4F95F822899020,cdagb2,Cute puant,un,le,Cutes puants,des,les,du,au
_6DBF150FED68E32A,cdagb3,Cute morbide,un,le,Cutes morbides,des,les,du,au
_00E0A9F32029681C,cdagb4,Cute empoisonné,un,le,Cutes empoisonnés,des,les,du,au
_C511F50DF072EEFB,cdagc1,Cute souffrant,un,le,Cutes souffrants,des,les,du,au
_CFEF15116ED2F273,cdagc2,Cute fiévreux,un,le,Cutes fiévreux,des,les,du,au
_50E73234C5B050E0,cdagc3,Cute putréfié,un,le,Cutes putréfiés,des,les,du,au
_FED0D5F6208ACC1D,cdagc4,Cute venimeux,un,le,Cutes venimeux,des,les,du,au
_C54FC5376AB2EEFC,cdagd1,Cute ravagé,un,le,Cutes ravagés,des,les,du,au
_481EE12E722DB007,cdagd2,Cute poisseux,un,le,Cutes poisseux,des,les,du,au
_A212D58AC9DB108B,cdagd3,Cute pestilentiel,un,le,Cutes pestilentiels,des,les,du,au
_2D3F451A6BD9FB2C,cdagd4,Cute délirant,un,le,Cutes délirants,des,les,du,au
_C71F214438EFB01E,cdage1,Cute pustuleux,un,le,Cutes pustuleux,des,les,du,au
_498F3D156CD2F203,cdage2,Cute suintant,un,le,Cutes suintants,des,les,du,au
_498F250D7030F603,cdage3,Cute écumant,un,le,Cutes écumants,des,les,du,au
_87BECD3D72EEC00F,cdage4,Cute répugnant,un,le,Cutes répugnants,des,les,du,au
_42EF81ED9B685C26,cdagf1,Cute dément,un,le,Cutes déments,des,les,du,au
_824085F25E88601B,cdagf2,Cute frénétique,un,le,Cutes frénétiques,des,les,du,au
_FDDF85E91CC8AC29,cdagf3,Cute démoniaque,un,le,Cutes démoniaques,des,les,du,au
_BF4FB5FCDD89D020,cdaja1,Cute lourdaud,un,le,Cutes lourdauds,,les,du,au
_D4B5C08716061FBE,cdaja2,Cute stupide,un,le,Cutes stupides,,les,du,au
_58170C092C290B69,cdaja3,Cute paisible,un,le,Cutes paisibles,,les,du,au
_05CD913A713EB804,cdaja4,Cute errant,un,le,Cutes errants,des,les,du,au
_88CF05276A72EE24,cdajb1,Cute paniqué,un,le,Cutes paniqués,des,les,du,au
_4E751A313F2E84E8,cdajb2,Cute virulent,un,le,Cutes virulents,des,les,du,au
_585614092A1AF36D,cdajb3,Cute coriace,un,le,Cutes coriaces,des,les,du,au
_C2F045DE1939E42D,cdajb4,Cute barbare,un,le,Cutes barbares,des,les,du,au
_7E3F85FC9DB88C21,cdajc1,Cute foreur,un,le,Cutes foreurs,des,les,du,au
_090ED92D722DB806,cdajc2,Cute fureteur,un,le,Cutes fureteurs,des,les,du,au
_C9AE192D762DC810,cdajc3,Cute scrutateur,un,le,Cutes scrutateurs,des,les,du,au
_C270A5F421596823,cdajc4,Cute fougueux,un,le,Cutes fougueux,des,les,du,au
_404FB5FCDD89D020,cdala1,Cute lourdaud,un,le,Cutes lourdauds,des,les,du,au
_55B5C08716061FBE,cdala2,Cute stupide,un,le,Cutes stupides,des,les,du,au
_D9170C092C290B69,cdala3,Cute paisible,un,le,Cutes paisibles,des,les,du,au
_86CD913A713EB804,cdala4,Cute errant,un,le,Cutes errants,des,les,du,au
_296880A720641AAD,cdalc5,Doren,un,le,Dorens,des,les,du,au
_EFAF09126BE9F32C,cdald1,Cute sauvage,un,le,Cutes sauvages,des,les,du,au
_42E089E15E59601E,cdald2,Cute habile,un,le,Cutes habiles,des,les,du,au
_05B1E5336C32F610,cdald3,Cute chevronné,un,le,Cutes chevronnés,des,les,du,au
_8B8F152F74F0FA02,cdald4,Cute embusqué,un,le,Cutes embusqués,des,les,du,au
_84EED9D6F3D96C18,cdale1,Cute rampant,un,le,Cutes rampants,des,les,du,au
_F4A0F9FE6AF9B72D,cdale2,Cute grincheux,un,le,Cutes grincheux,des,les,du,au
_6291B584475AF086,cdale3,Cute belligérant,un,le,Cutes belligérants,des,les,du,au
_4C21B95E0A4E6D92,cdale4,Cute terrorisant,un,le,Cutes terrorisants,des,les,du,au
_EA18A8C3E849235F,cdapd1,Cute sauvage,un,le,Cutes sauvages,des,les,du,au
_42FFB50D22A4FBA1,cdapd2,Cute habile,un,le,Cutes habiles,des,les,du,au
_D9AB15202E45EEAC,cdapd3,Cute chevronné,un,le,Cutes chevronnés,des,les,du,au
_9A1A112BF004EAB5,cdapd4,Cute embusqué,un,le,Cutes embusqués,des,les,du,au
_46508DE5CDB58F0F,cdape1,Cute rampant,un,le,Cutes rampants,des,les,du,au
_33C7ACAE31F82B4B,cdape2,Cute grincheux,un,le,Cutes grincheux,des,les,du,au
_7CFEE58AB90D901A,cdape3,Cute belligérant,un,le,Cutes belligérants,des,les,du,au
_809E9187FE4C8427,cdape4,Cute terrorisant,un,le,Cutes terrorisants,des,les,du,au
_19023D899D295092,cdbda1,Gibbaï lourdaud,un,le,Gibbaïs lourdauds,des,les,du,au
_B76920A00BD7EB91,cdbda2,Gibbaï stupide,un,le,Gibbaïs stupides,des,les,du,au
_630139F7EA7640BF,cdbda3,Gibbaï paisible,un,le,Gibbaïs paisibles,des,les,du,au
_CAC4D44AB17D1348,cdbda4,Gibbaï errant,un,le,Gibbaïs errants,des,les,du,au
_E07E7E3230CD8100,cdbdb1,Gibbaï paniqué,un,le,Gibbaïs paniqués,des,les,du,au
_35B4523517A9F86D,cdbdb2,Gibbaï virulent,un,le,Gibbaïs virulents,des,les,du,au
_637F490FE6D640C0,cdbdb3,Gibbaï coriace,un,le,Gibbaïs coriaces,des,les,du,au
_9783F9799B797489,cdbdb4,Gibbaï barbare,un,le,Gibbaïs barbares,des,les,du,au
_1AB2097D5C590C83,cdbdc1,Gibbaï foreur,un,le,Gibbaïs foreurs,des,les,du,au
_4CB30C4E336C434E,cdbdc2,Gibbaï fureteur,un,le,Gibbaïs fureteurs,des,les,du,au
_10530C4EF70C474E,cdbdc3,Gibbaï scrutateur,un,le,Gibbaïs scrutateurs,des,les,du,au
_9BE381715BDB148B,cdbdc4,Gibbaï fougueux,un,le,Gibbaïs fougueux,des,les,du,au
_9EC6FDFE771BD3D0,cdbdd1,Gibbaï sauvage,un,le,Gibbaïs sauvages,des,les,du,au
_17928569987A248D,cdbdd2,Gibbaï habile,un,le,Gibbaïs habiles,des,les,du,au
_5DD07E3E317C6106,cdbdd3,Gibbaï chevronné,un,le,Gibbaïs chevronnés,des,les,du,au
_211FD632356B99F6,cdbdd4,Gibbaï embusqué,un,le,Gibbaïs embusqués,des,les,du,au
_CCC0BC46B379EF48,cdbde1,Gibbaï rampant,un,le,Gibbaïs rampants,des,les,du,au
_6286ADFAB71AD7E5,cdbde2,Gibbaï grincheux,un,le,Gibbaïs grincheux,des,les,du,au
_D9326ABC2FD42B34,cdbde3,Gibbaï belligérant,un,le,Gibbaïs belligérants,des,les,du,au
_1C228AAB3053533C,cdbde4,Gibbaï terrorisant,un,le,Gibbaïs terrorisants,des,les,du,au
_1CB282AD2EC51F4B,cdbdf1,Gibbaï agressif,un,le,Gibbaïs agressifs,des,les,du,au
_B9741E2CDC6AF084,cdbdf2,Gibbaï colossal,un,le,Gibbaïs colossaux,des,les,du,au
_F92D2BE99EC082AC,cdbdf3,Gibbaï sanguinaire,un,le,Gibbaïs sanguinaires,des,les,du,au
_35E3FD91A058EFA5,cdbfd1,Gibbaï sauvage,un,le,Gibbaïs sauvages,des,les,du,au
_7F5E3D5C6EB53C0C,cdbfd2,Gibbaï habile,un,le,Gibbaïs habiles,des,les,du,au
_6377FD00681B63C7,cdbfd3,Gibbaï chevronné,un,le,Gibbaïs chevronnés,des,les,du,au
_E4B6F104EB7B3FC0,cdbfd4,Gibbaï embusqué,un,le,Gibbaïs embusqués,des,les,du,au
_3F951E1558C05EFF,cdbfe1,Gibbaï rampant,un,le,Gibbaïs rampants,des,les,du,au
_3A93517724063796,cdbfe2,Gibbaï grincheux,un,le,Gibbaïs grincheux,des,les,du,au
_E06AE578E0F2812C,cdbfe3,Gibbaï belligérant,un,le,Gibbaïs belligérants,des,les,du,au
_1F2BF16423437127,cdbfe4,Gibbaï terrorisant,un,le,Gibbaïs terrorisants,des,les,du,au
_DEA80C74E5A48393,cdbfe5,Mahi,un,le,Mahis,des,les,du,au
_3F78294C37F91450,cdbga1,Gibbaï impur,un,le,Gibbaïs impurs,des,les,du,au
_5B9211715ACA087E,cdbga2,Gibbaï tuméfié,un,le,Gibbaïs tuméfiés,des,les,du,au
_2C554E703FC32968,cdbga3,Gibbaï contaminé,un,le,Gibbaïs contaminés,des,les,du,au
_D45FA2EEFED804E9,cdbga4,Gibbaï infecté,un,le,Gibbaïs infectés,des,les,du,au
_1CB2718C9B39349B,cdbgb1,Gibbaï écœurant,un,le,Gibbaïs écœurants,des,les,du,au
_984371749E2A208F,cdbgb2,Gibbaï puant,un,le,Gibbaïs puants,des,les,du,au
_9FF6F10879BADBCD,cdbgb3,Gibbaï morbide,un,le,Gibbaïs morbides,des,les,du,au
_D93279711A4A2C8B,cdbgb4,Gibbaï empoisonné,un,le,Gibbaïs empoisonnés,des,les,du,au
_9ECFA225F37C69FE,cdbgc1,Gibbaï souffrant,un,le,Gibbaïs souffrants,des,les,du,au
_A45EA62A3268BDB1,cdbgc2,Gibbaï fiévreux,un,le,Gibbaïs fiévreux,des,les,du,au
_F7D42E40DE0A0884,cdbgc3,Gibbaï putréfié,un,le,Gibbaïs putréfiés,des,les,du,au
_D9A2998ADB1A6097,cdbgc4,Gibbaï venimeux,un,le,Gibbaïs venimeux,des,les,du,au
_1D3F5E3C309C69F1,cdbgd1,Gibbaï ravagé,un,le,Gibbaïs ravagés,des,les,du,au
_8BB3144FB26C4B50,cdbgd2,Gibbaï poisseux,un,le,Gibbaïs poisseux,des,les,du,au
_593286C2F3B6474B,cdbgd3,Gibbaï pestilentiel,un,le,Gibbaïs pestilentiels,des,les,du,au
_A0B61DFE370BDFD2,cdbgd4,Gibbaï délirant,un,le,Gibbaïs délirants,des,les,du,au
_0E16305535CF6357,cdbge1,Gibbaï pustuleux,un,le,Gibbaïs pustuleux,des,les,du,au
_234EAA2C31DC91F7,cdbge2,Gibbaï suintant,un,le,Gibbaïs suintants,des,les,du,au
_620EC61BB30B95F7,cdbge3,Gibbaï écumant,un,le,Gibbaïs écumants,des,les,du,au
_0CE40052339D3F54,cdbge4,Gibbaï répugnant,un,le,Gibbaïs répugnants,des,les,du,au
_5C82117598EA1C81,cdbgf1,Gibbaï dément,un,le,Gibbaïs déments,des,les,du,au
_97143D6DDB59508A,cdbgf2,Gibbaï frénétique,un,le,Gibbaïs frénétiques,des,les,du,au
_97223D711C590C98,cdbgf3,Gibbaï démoniaque,un,le,Gibbaïs démoniaques,des,les,du,au
_9A023D899D295092,cdbja1,Gibbaï lourdaud,un,le,Gibbaïs lourdauds,des,les,du,au
_386920A00BD7EB91,cdbja2,Gibbaï stupide,un,le,Gibbaïs stupides,des,les,du,au
_E40139F7EA7640BF,cdbja3,Gibbaï paisible,un,le,Gibbaïs paisibles,des,les,du,au
_4BC4D44AB17D1348,cdbja4,Gibbaï errant,un,le,Gibbaïs errants,des,les,du,au
_1FC6FDFE771BD3D0,cdbjd1,Gibbaï sauvage,un,le,Gibbaïs sauvages,des,les,du,au
_98928569987A248D,cdbjd2,Gibbaï habile,un,le,Gibbaïs habiles,des,les,du,au
_DED07E3E317C6106,cdbjd3,Gibbaï chevronné,un,le,Gibbaïs chevronnés,des,les,du,au
_A21FD632356B99F6,cdbjd4,Gibbaï embusqué,un,le,Gibbaïs embusqués,des,les,du,au
_4DC0BC46B379EF48,cdbje1,Gibbaï rampant,un,le,Gibbaïs rampants,des,les,du,au
_E386ADFAB71AD7E5,cdbje2,Gibbaï grincheux,un,le,Gibbaïs grincheux,des,les,du,au
_5A326ABC2FD42B34,cdbje3,Gibbaï belligérant,un,le,Gibbaïs belligérants,des,les,du,au
_9D228AAB3053533C,cdbje4,Gibbaï terrorisant,un,le,Gibbaïs terrorisants,des,les,du,au
_2408809920661AB3,cdbjf5,Tenib,un,le,Tenibs,des,les,du,au
_5B623992FE296814,cdcda1,Frahar lourdaud,un,le,Frahars lourdauds,des,les,du,au
_B9692023AC37FF99,cdcda2,Frahar stupide,un,le,Frahars stupides,des,les,du,au
_63114DF7EE5688BD,cdcda3,Frahar paisible,un,le,Frahars paisibles,des,les,du,au
_4CC40249336D4147,cdcda4,Frahar errant,un,le,Frahars errants,des,les,du,au
_3FFF1503799CCFD0,cdcdd1,Frahar sauvage,un,le,Frahars sauvages,des,les,du,au
_59F28172F97A3C0F,cdcdd2,Frahar habile,un,le,Frahars habiles,des,les,du,au
_80D0BA3C736C6B06,cdcdd3,Frahar chevronné,un,le,Frahars chevronnés,des,les,du,au
_441F1230775BA3F6,cdcdd4,Frahar embusqué,un,le,Frahars embusqués,des,les,du,au
_A88984979B38CB90,cdcdd5,Scythe,un,le,Scythes,des,les,du,au
_4EC0EA4535691D47,cdcde1,Frahar rampant,un,le,Frahars rampants,des,les,du,au
_03BFC5FFB99BD3E5,cdcde2,Frahar grincheux,un,le,Frahars grincheux,des,les,du,au
_9D228EBBD0D44D33,cdcde3,Frahar belligérant,un,le,Frahars belligérants,des,les,du,au
_3F11255BB78A10D3,cdcga1,Frahar impur,un,le,Frahars impurs,des,les,du,au
_9DF20D7ABBCA2000,cdcga2,Frahar tuméfié,un,le,Frahars tuméfiés,des,les,du,au
_2E554EF3E0233D70,cdcga3,Frahar contaminé,un,le,Frahars contaminés,des,les,du,au
_94CF9E7ABE380075,cdcga4,Frahar infecté,un,le,Frahars infectés,des,les,du,au
_5E126D95FC394C1D,cdcgb1,Frahar écœurant,un,le,Frahars écœurants,des,les,du,au
_DAA36D7DFF2A3811,cdcgb2,Frahar puant,un,le,Frahars puants,des,les,du,au
_402F090D7B3BD7CD,cdcgb3,Frahar morbide,un,le,Frahars morbides,des,les,du,au
_1B92757A7B4A440D,cdcgb4,Frahar empoisonné,un,le,Frahars empoisonnés,des,les,du,au
_C1CFDE23356C73FE,cdcgc1,Frahar souffrant,un,le,Frahars souffrants,des,les,du,au
_C75EE2287458C7B1,cdcgc2,Frahar fiévreux,un,le,Frahars fiévreux,des,les,du,au
_5875423F2023088A,cdcgc3,Frahar putréfié,un,le,Frahars putréfiés,des,les,du,au
_1B0295933C1A7819,cdcgc4,Frahar venimeux,un,le,Frahars venimeux,des,les,du,au
_403F9A3A728C73F1,cdcgd1,Frahar ravagé,un,le,Frahars ravagés,des,les,du,au
_0DB3424E345C794F,cdcgd2,Frahar poisseux,un,le,Frahars poisseux,des,les,du,au
_1D22AAC194B6694A,cdcgd3,Frahar pestilentiel,un,le,Frahars pestilentiels,des,les,du,au
_41EF3503398CDBD2,cdcgd4,Frahar délirant,un,le,Frahars délirants,des,les,du,au
_90165E54B7BF9156,cdcge1,Frahar pustuleux,un,le,Frahars pustuleux,des,les,du,au
_464EE62A73CC9BF7,cdcge2,Frahar suintant,un,le,Frahars suintants,des,les,du,au
_850E0219F5FB9FF7,cdcge3,Frahar écumant,un,le,Frahars écumants,des,les,du,au
_8EE42E51B58D6D53,cdcge4,Frahar répugnant,un,le,Frahars répugnants,des,les,du,au
_9EE20D7EF9EA3403,cdcgf1,Frahar dément,un,le,Frahars déments,des,les,du,au
_D97439763C59680C,cdcgf2,Frahar frénétique,un,le,Frahars frénétiques,des,les,du,au
_D982397A7D59241A,cdcgf3,Frahar démoniaque,un,le,Frahars démoniaques,des,les,du,au
_5E623992FE296814,cdcpa1,Frahar lourdaud,un,le,Frahars lourdauds,des,les,du,au
_BC692023AC37FF99,cdcpa2,Frahar stupide,un,le,Frahars stupides,des,les,du,au
_66114DF7EE5688BD,cdcpa3,Frahar paisible,un,le,Frahars paisibles,des,les,du,au
_4FC40249336D4147,cdcpa4,Frahar errant,un,le,Frahars errants,des,les,du,au
